comments,cleaned_comments,sentiment_scores,compound_score,sentiment_category
"I'm an iPhone user for over 15 years now, first time i've been truly impressed by an Android phone.",im r first time ive truli impress android,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.4404}",0.4404,positive
Add Slim Pen support and this is what the Surface Duo should have been.,add slim pen support surfac duo,"{'neg': 0.0, 'neu': 0.649, 'pos': 0.351, 'compound': 0.4019}",0.4019,neutral
This at $1800 has the same processor as the $500 7a. Does that make the 7a a better deal or the Pixel Fold a worse deal?,processor make better deal wors deal,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}",0.4404,positive
I’ll wait until gen 2 before I decide if I’d get one. First gen seems impressive tho,ill wait gen decid id get one first gen seem impress tho,"{'neg': 0.178, 'neu': 0.637, 'pos': 0.185, 'compound': 0.0258}",0.0258,neutral
No stylus! Thats crazy for foldable phones.,stylus that crazi e,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Finally some competition!!,final competit,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
It's the Surface Duo but with a foldable display and no pen input. Hopefully Microsoft does this for the Duo 3 but includes pen input and I'll get it. No pen input no go.,surfac duo e pen input hope microsoft duo includ pen input ill get pen input go,"{'neg': 0.15, 'neu': 0.695, 'pos': 0.155, 'compound': 0.0258}",0.0258,neutral
The cameraman in the background of the selfie camera shot at 4:27 is the unsung hero of this video...,cameraman background selfi camera shot unsung hero,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.5574}",0.5574,positive
"thank you for the side by side
the numbers are smaller but side by side bigger pretty cool",thank side sideth number smaller side side bigger pretti cool,"{'neg': 0.0, 'neu': 0.534, 'pos': 0.466, 'compound': 0.6249}",0.6249,positive
Love it! But i genuinely would like one a little bigger phone .,love genuin would like one littl bigger,"{'neg': 0.0, 'neu': 0.427, 'pos': 0.573, 'compound': 0.7717}",0.7717,positive
"I would use competition pretty lightly. The processor is a little dated for the price, Vanilla OS is not as great as everyone makes it. The price is too high when 2-3 months later, we will have the next Galaxy Fold rocking the 8 Gen 2. The battery is also very worrisome when the current Tensor Chip has been proven to be average at best. I think the only think that it has going for it is the thinner body, maybe the camera? and wider screen.",would competit pretti light processor littl date price vanilla os great everyon make price high month later next galaxi rock gen also worrisom current tensor chip proven averag best think think go thinner bodi mayb camera wider,"{'neg': 0.0, 'neu': 0.808, 'pos': 0.192, 'compound': 0.8519}",0.8519,positive
I like googles ecosystem but if i were to get a foldable i would rather have samsung fold 5. After a few years maybe id consider the pixel fold. By then it should have better improvements. I guess it comes to first gen or 5th gen.,like ecosystem get e would rather samsung mayb id consid better improv guess come first gen th gen,"{'neg': 0.0, 'neu': 0.735, 'pos': 0.265, 'compound': 0.6597}",0.6597,positive
Great review.,great,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6249}",0.6249,positive
Good grief. A decent gaming desktop now costs a bit over $3000 while the top-end flagship phones go for a bit under $2000. This is simply nuts. The world has gone insane.,good grief decent game desktop cost bit topend flagship go bit simpli nut world gone insan,"{'neg': 0.156, 'neu': 0.634, 'pos': 0.21, 'compound': 0.0258}",0.0258,neutral
Watch how this gets dropped by Google in a few years just like any other Google product.,get drop like product,"{'neg': 0.318, 'neu': 0.303, 'pos': 0.379, 'compound': 0.1027}",0.1027,neutral
"With the Exynos processor it uses, the battery is gonna last half a day",exyno processor gon na last half day,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
we need more videos with Dan,need dan,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
These folds need to go down on price,need go price,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
I love this phone man I wont buy it for moral reasons with todays manufacturing human rights violations but its awesome to see how far tech has come,love man wont buy moral reason today manufactur human right violat awesom see far tech come,"{'neg': 0.0, 'neu': 0.781, 'pos': 0.219, 'compound': 0.6369}",0.6369,positive
google and samsung need to learn how to make a display like Oppo,samsung need learn make like oppo,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.3612}",0.3612,neutral
IF you spend $1700 on a phone you should spend $200 on a phone and donate $1500 to your local homeless shelter or food bank.,spend spend donat local homeless shelter food bank,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
"for the money, no stylus is insane. broke the deal for me, even if I was not happy about the price.",money stylus insan broke deal even happi price,"{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.4215}",-0.4215,negative
For $1700 it better fold into a car too,better car,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,positive
"I'll get a foldable display when the display or hinge outlast the 3-5 software support for the phone.

After a year or two the display has micro cracks or competly unusable in the middle.",ill get e hing outlast softwar support two micro crack compet unus middl,"{'neg': 0.181, 'neu': 0.645, 'pos': 0.174, 'compound': -0.0258}",-0.0258,neutral
That’s thinner than I expected,that thinner expect,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Fantastic. Finally I can ditch my fold 3 and go back to the Pixel ecosystem.,fantast final ditch go back ecosystem,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Those bezels...,bezel,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Finally,final,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
it’s like oppo folding phone.,like oppo ing,"{'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.3612}",0.3612,neutral
I'm interested in the flip phones but the I can't overlook the gross crease,im interest flip cant overlook gross creas,"{'neg': 0.0, 'neu': 0.474, 'pos': 0.526, 'compound': 0.6761}",0.6761,positive
Too bad google didn't price it to compete with Samsung,bad didnt price compet samsung,"{'neg': 0.467, 'neu': 0.533, 'pos': 0.0, 'compound': -0.5423}",-0.5423,negative
Worth it for $1800?????,worth,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2263}",0.2263,neutral
1799 on a phone with plastic screens? no thanks! i will pacefully wait for this technology to grow,plastic thank pace wait technolog grow,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.3612}",0.3612,neutral
There is more than only Samsung,samsung,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Will it work with Backbone?,work backbon,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Wow that cheap at $1800,wow cheap,"{'neg': 0.0, 'neu': 0.208, 'pos': 0.792, 'compound': 0.5859}",0.5859,positive
Not the best looking folding phone. I will wait for the 2nd gen,best look ing wait nd gen,"{'neg': 0.0, 'neu': 0.543, 'pos': 0.457, 'compound': 0.6369}",0.6369,positive
"Come on  a 1st gen Pixel Fold certainly won't challenge Samsungs 5th gen Fold, Google has only just come into the game so maybe in the next generation but certainly not this one.",come st gen certain wont challeng samsung th gen come game mayb next generat certain one,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.4939}",0.4939,positive
Wait they didn't announce this yet,wait didnt announc yet,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Remember the golden rule of new Google hardware: never buy the first generation,rememb golden rule new hardwar never buy first generat,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
No stylus? No thanks. My last Google hardware was Stadia. My Fold4 does everything I need it to,stylus thank last hardwar stadia everyth need,"{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.3612}",0.3612,neutral
"wait for thanksgiving, it will be sold for $800",wait thanksgiv sold,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Amazing sound,amaz sound,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Is there a reason why the bezel of the inside screen is sooo f*** big?,reason bezel insid sooo f big,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
So is the verge just hiring ex CNET employees now???,verg hire ex cnet employe,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
IT COSTS HOW MUCH!?,cost much,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
They DON'T have competition. The price of the Pixel Fold is RIDICULOUS! It's a firm NO from me.,dont competit price ridicul firm,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Foldy woldy wooo,woldi wooo,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
$1800…no thanks,thank,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3612}",0.3612,neutral
"30w charging is sad, google phoned this one in. And no stylus. Meh, pass for me.",w charg sad one stylus meh pass,"{'neg': 0.524, 'neu': 0.476, 'pos': 0.0, 'compound': -0.5267}",-0.5267,negative
This is not even in the same league as the GZF4  even the software on this looks unfinished. Samsung has 4 years of R&D advantage at this point and it shows. Google has released this just for the heck of competing.,even leagu gzf even softwar look unfinish samsung rd advantag point show releas heck compet,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Google lost me on the fold once the showed the $1800 price.,lost show price,"{'neg': 0.535, 'neu': 0.465, 'pos': 0.0, 'compound': -0.3182}",-0.3182,negative
remember when phones were considered to be expensive when it's $899? LOL 1800 what a joke,rememb consid expens lol joke,"{'neg': 0.0, 'neu': 0.375, 'pos': 0.625, 'compound': 0.6124}",0.6124,positive
Those bezels are hideous.,bezel hideous,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
You lost me at the price unless they give me a hefty trade-in for my previous phone. I don't see myself getting one of these things.,lost price unless give hefti tradein previous dont see get one thing,"{'neg': 0.173, 'neu': 0.827, 'pos': 0.0, 'compound': -0.3182}",-0.3182,negative
Getting Matt Lucas vibes (Little Britain),get matt luca vibe littl britain,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
I think this was released early,think releas earli,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Am I the only one who doesn't like the launcher color?,one doesnt like launcher color,"{'neg': 0.345, 'neu': 0.655, 'pos': 0.0, 'compound': -0.2755}",-0.2755,negative
"Dat stutter on the Z fold on the side to side comparison, oof. Get’n Samsung’d",dat stutter z side side comparison oof getn samsungd,"{'neg': 0.222, 'neu': 0.778, 'pos': 0.0, 'compound': -0.25}",-0.25,negative
"If it's got a crease, I'm not interested. And it most definitely has.",got creas im interest definit,"{'neg': 0.0, 'neu': 0.571, 'pos': 0.429, 'compound': 0.4588}",0.4588,positive
I stopped watching at the price,stop ing price,"{'neg': 0.524, 'neu': 0.476, 'pos': 0.0, 'compound': -0.296}",-0.296,negative
This phone will be $799 by the end of the year lol.,end lol,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,positive
Still a useless gimmick,still less gimmick,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Way way WAY overpriced.,way way way overpr,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
"Really google, 2023 with that bezel....",realli bezel,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
That's it I'm moving to iPhone,that im move,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Pixel Fold = Lame Design with thick chunky Top & Bottom bezels and big Camera bulge. Redundent gimmick phone with last year Tensor G2 chip and specs. Thanks but no Thanks,lame design thick chunki top bottom bezel big camera bulg redund gimmick last tensor g chip spec thank thank,"{'neg': 0.119, 'neu': 0.593, 'pos': 0.288, 'compound': 0.4588}",0.4588,positive
Competition? Not even the same ball park regarding the screens,competit even ball park regard,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
First,first,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
OMG GOOGLE THE SCREEN CREASE IS VISIBLE FROM SPACE,omg creas visibl space,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
I'm so impressed with how fluid and versatile it is. Well done,im impress fluid versatil well done,"{'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.6124}",0.6124,positive
"That rear camera module design looks so good, I hope they put it on the upcoming pixels",rear camera modul design look good hope put upcom,"{'neg': 0.0, 'neu': 0.547, 'pos': 0.453, 'compound': 0.7003}",0.7003,positive
"For the price, I expected the Tensor G3 to make it's debut. Also maybe quad speaker?
For the rest of the hardware, it looks amazing.",price expect tensor g make debut also mayb quad speakerfor rest hardwar look amaz,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Pretty impressive multitasking features,pretti impress multitask featur,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,positive
I am surprised there isn't any stylus. Looks beautiful,surpris isnt stylus look beauti,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
"Was totally stoked even knowing the price until today. I'll probably still begrudgingly purchase, but 295 trade for a Pixel 7 does nothing but highlight how fast Pixel value drops",total stoke even know price today ill probi still begrudg purchas trade noth highlight fast valu drop,"{'neg': 0.23, 'neu': 0.657, 'pos': 0.113, 'compound': -0.3612}",-0.3612,negative
The most impressive piece of hardware i've seen in a while...,impress piec hardwar ive seen,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",0.4404,positive
"Was thinking of pre-ordering it and trading in my Pixel 7 Pro, but then I did a comparison of the camera specs and thought maybe not. Also it's really really overpriced, just like Samsung's fold. There's zero chance of me paying that much for downgraded cameras and unknown durability, plus a tiny battery. I was expecting Google to be aggressive on the pricing because of the compromises involved in buying this product, but disappointingly they weren't. If they'd knocked off the price of the watch and given me a trade in discount to make the price reasonable, then I'd consider it.",think preorder trade pro comparison camera spec thought mayb also realli realli overpr like samsung there zero chanc pay much downgrad camera unknown durabl plus tini expect aggress price beca compromis involv buy product disappoint werent theyd knock price given trade discount make price reason id consid,"{'neg': 0.123, 'neu': 0.829, 'pos': 0.048, 'compound': -0.4404}",-0.4404,negative
"Fantastic, as expected!",fantast expect,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
"I'm glad they brought Frosted glass back. 
I'm hoping Pixel 8 will have it next.",im glad brought frost glass back im hope next,"{'neg': 0.0, 'neu': 0.543, 'pos': 0.457, 'compound': 0.7096}",0.7096,positive
Nice work. It's like three pixel 7's in one,nice work like three one,"{'neg': 0.0, 'neu': 0.361, 'pos': 0.639, 'compound': 0.6486}",0.6486,positive
It looks stunning but I dare not even look at the price!,look stun dare even look price,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Missed the chance for a stylus. Also I like how they aren't scared to show the translator isn't perfect.,miss chanc stylus also like arent scare show translat isnt perfect,"{'neg': 0.275, 'neu': 0.419, 'pos': 0.307, 'compound': 0.1356}",0.1356,neutral
Hope the Canadian market release comes. Was looking forward to this but it looks like I'll be waiting a while :(,hope canadian market releas come look forward look like ill wait,"{'neg': 0.173, 'neu': 0.494, 'pos': 0.333, 'compound': 0.3818}",0.3818,neutral
Looks like this will be my first Google Device,look like first devic,"{'neg': 0.0, 'neu': 0.545, 'pos': 0.455, 'compound': 0.3612}",0.3612,neutral
I just pre-ordered mine soooooooo excited!!!!!,preorder mine soooooooo excit,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
"That's the phone I've been waiting for, and I've been waiting for a long time!",that ive wait ive wait long time,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
I want it ...and I believe it's important to support the Fold...but my wallet is saying to wait for the 8 Pro.,want believ import support wallet say wait pro,"{'neg': 0.0, 'neu': 0.6, 'pos': 0.4, 'compound': 0.4588}",0.4588,positive
"Samsung better end their complacency because Google has now entered the foldable market with top tier cameras and periscope zoom in the United States.

Competition will benefit us consumers and I say that as a S23 Ultra user.",samsung better end complac beca enter e market top tier camera periscop zoom unit statescompetit benefit us consum say ultra r,"{'neg': 0.0, 'neu': 0.675, 'pos': 0.325, 'compound': 0.7717}",0.7717,positive
Let's gooo. Raising the bar on foldable devices!,let gooo rais bar e devic,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Ok that real time translator function is pretty neat,ok real time translat function pretti neat,"{'neg': 0.0, 'neu': 0.49, 'pos': 0.51, 'compound': 0.6369}",0.6369,positive
"I was really anxious of seeing this and of course getting it but, really disappointed it's not coming to Canada...",realli anxious see cours get realli disappoint come canada,"{'neg': 0.402, 'neu': 0.598, 'pos': 0.0, 'compound': -0.5719}",-0.5719,negative
the only thing I like more than the others is the screen aspect ratio,thing like other aspect ratio,"{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.3612}",0.3612,neutral
"My P5 is near enough at deaths door (had it for 3 years) and I was holding out to buy a new phone. Not sure whether to wait for this (i love niche stuff) or just pull the trigger on P7P

Thoughts?",p near enough death door hold buy new sure whether wait love nich stuff pull trigger ppthought,"{'neg': 0.167, 'neu': 0.556, 'pos': 0.278, 'compound': 0.3818}",0.3818,neutral
Google pulling out all of the stops. Impressive!,pull stop impress,"{'neg': 0.361, 'neu': 0.164, 'pos': 0.475, 'compound': 0.1779}",0.1779,neutral
"One reason I want a fold phone is for productivity, does the phone have a desktop mode when docked so it can replace my work laptop?",one reason want product desktop mode dock replac work laptop,"{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.0772}",0.0772,neutral
Insane!,insan,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Awesome. too pricey. i was hoping it was more like 1200,awesom pricey hope like,"{'neg': 0.0, 'neu': 0.27, 'pos': 0.73, 'compound': 0.6597}",0.6597,positive
"hope google store will expand to croatia, i really love pixel phones",hope store expand croatia realli love,"{'neg': 0.0, 'neu': 0.242, 'pos': 0.758, 'compound': 0.8555}",0.8555,positive
"Considering the battery of the pixel 7pro with the tensor g2, this one with two screens ... let's hope it arrives by lunchtime",consid pro tensor g one two let hope arriv lunchtim,"{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.4404}",0.4404,positive
Oh God! This multi screen translation function opens a new horizon for foldable devices.,oh god multi translat function open new horizon e devic,"{'neg': 0.0, 'neu': 0.792, 'pos': 0.208, 'compound': 0.2732}",0.2732,neutral
Drag & Drop looks really nice to work with!,drag drop look realli nice work,"{'neg': 0.408, 'neu': 0.306, 'pos': 0.286, 'compound': -0.0516}",-0.0516,neutral
Google solved the folding screen conundrum Samsung can't seem to fix on their Galaxy Fold phones. Well done Google!,solv ing conundrum samsung cant seem fix galaxi well done,"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.2732}",0.2732,neutral
Very good video presentation! Top level,good present top level,"{'neg': 0.0, 'neu': 0.299, 'pos': 0.701, 'compound': 0.5719}",0.5719,positive
It's sad Google is not releasing in Australia.,sad releas australia,"{'neg': 0.608, 'neu': 0.392, 'pos': 0.0, 'compound': -0.4767}",-0.4767,negative
$1800 is insane for something like this.,insan someth like,"{'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.3612}",0.3612,neutral
Please start distributing the Pixel on México already!,pleas start distribut mxico alreadi,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Hope it's available in india,hope avail india,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.4404,positive
I need a promise that this one wont boil my screen.,need promis one wont boil,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Can you make it available through the Canadian store? Thank you,make avail canadian store thank,"{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.3612}",0.3612,neutral
"Woow this is so awesome, will you guys als proceed with hub 3?",woow awesom guy al proceed hub,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Best foldable phone i ever seen hard and soft goes in perfect harmony,best e ever seen hard soft goe perfect harmoni,"{'neg': 0.098, 'neu': 0.35, 'pos': 0.552, 'compound': 0.8176}",0.8176,positive
Watching it even though I can't afford it,ing even though cant afford,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
What about the 8 series?,seri,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
"Здравствуйте, дорогая корпорация добра! Любллю все ваши устройства за их безупречные функции и лучшую производительность при соотносительно невысокой цене. А так же, как считаю я, лучшую камеру на рынке смартфонов(огрызок яблока - простонервно курит в стороне).
Пишу это сообщение для того чтобы спросить вас конкретно, не расяитывая на обратную связь, но всё-таки, - когда и как купить такой произведение искусства как Pixel Fold находясь в России?",,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
"Would never give you my money, but the live translation looks amazing",would never give money live translat look amaz,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Will he get one of them from Google as a token of friendship,get one token friendship,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,positive
For the love of God SEE THIS PROJECT THROUGH! You tend to can a lot of projects…one reason I don’t invest heavily in Google products.,love god see project tend lot projectson reason dont invest heavili product,"{'neg': 0.0, 'neu': 0.613, 'pos': 0.387, 'compound': 0.743}",0.743,positive
there's no way it's 3 days battery life ?!,there way day,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
"When regular premium is not enough, you get “Ultra Premium“. Good old capitalism",regular premium enough get ultra premium good old capit,"{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.4404}",0.4404,positive
"I cant believe this is so freaking awesome, count in, Google! Ima buy it SOON!",cant believ freak awesom count ima buy soon,"{'neg': 0.0, 'neu': 0.744, 'pos': 0.256, 'compound': 0.3412}",0.3412,neutral
"""The Google Phone: The Only Phone Made By Google""
We have reached tag line purgatory",made reach tag line purgatori,"{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.0258}",0.0258,neutral
"Looks great, but I was hoping Google would undercut the market, not match them.
Still tempted.",look great hope would undercut market match themstil tempt,"{'neg': 0.0, 'neu': 0.5, 'pos': 0.5, 'compound': 0.7906}",0.7906,positive
Geez I really hope I made the right choice,geez realli hope made right choic,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}",0.4404,positive
"Always wanted a pixel fold and tablet but it's not a good time to release them, the playing field is different than it was in 2022 and the yrs prior. Pixels also don't even have freeform windows multitasking. I just hope these won't be abandoned if they don't sell well",alway want tet good time releas play field differ yrs prior also dont even freeform window multitask hope wont abandon dont sell well,"{'neg': 0.111, 'neu': 0.51, 'pos': 0.379, 'compound': 0.8139}",0.8139,positive
I cannot wait to see what Apple will  do ?,wait see appl,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Google does it again,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
When is it releasing in Australia?,releas australia,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Does it have wireless charging?,wireless charg,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
When is it expected to arrive in India,expect arriv india,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Great Foldable..........the price......not so much!!!!!!!,great eth pricenot much,"{'neg': 0.0, 'neu': 0.423, 'pos': 0.577, 'compound': 0.6249}",0.6249,positive
#teampixel love you from badin Sindh Pakistan ️,team love badin sindh pakistan,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}",0.6369,positive
#madebygoogle️,madebi,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
"Really , Google is so perfect bro, I wanna a pixel Fold please",realli perfect bro wan na pleas,"{'neg': 0.0, 'neu': 0.575, 'pos': 0.425, 'compound': 0.5719}",0.5719,positive
Is this the first Pixel not available in Canada?,first avail canada,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Disappointment there’s no pen support. Was so ready to leave iPhone and iPad,disappoint there pen support readi leav ipad,"{'neg': 0.26, 'neu': 0.481, 'pos': 0.26, 'compound': 0.0}",0.0,neutral
Wow this is advanced fold phone . Wow fantastic. What ever it take I own it.,wow advanc wow fantast ever take,"{'neg': 0.0, 'neu': 0.345, 'pos': 0.655, 'compound': 0.8225}",0.8225,positive
Finally Perfect,final perfect,"{'neg': 0.0, 'neu': 0.213, 'pos': 0.787, 'compound': 0.5719}",0.5719,positive
Annoyed this is not coming to Australia. Unbelievable,annoy come australia unbeliev,"{'neg': 0.492, 'neu': 0.508, 'pos': 0.0, 'compound': -0.4404}",-0.4404,negative
Ok Android 13L optimization seems good and interesting,ok android l optim seem good interest,"{'neg': 0.0, 'neu': 0.27, 'pos': 0.73, 'compound': 0.7964}",0.7964,positive
Is there a desktop mode or like Samsung DEX?,desktop mode like samsung dex,"{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.3612}",0.3612,neutral
hmm still watch this space for me.. being a fold user for 2 generations kind of think fold 5 maybe the way go,hmm still space r generat kind think mayb way go,"{'neg': 0.0, 'neu': 0.702, 'pos': 0.298, 'compound': 0.5267}",0.5267,positive
It will be amazing,amaz,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
#TeamPixel ️,team,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
"YES.
LOVE THE DESIGN
THANK YOU GOOGLE",yeslov designthank,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
What is the plan to make it available in Malaysian Market?,plan make avail malaysian market,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
I want buy one but not available on my country.,want buy one avail countri,"{'neg': 0.0, 'neu': 0.755, 'pos': 0.245, 'compound': 0.0772}",0.0772,neutral
Still think foldables are useless  for me imo,still think es less imo,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
But unavailable in India,unavail india,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
What about the PIXEL 8 series!!??,seri,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Hmm...Looking Wow,hmmlook wow,"{'neg': 0.0, 'neu': 0.208, 'pos': 0.792, 'compound': 0.5859}",0.5859,positive
